ticker,date_only,score_prosus,score_yiyang,score_distil,ground_truth,meta_llm_score
MSFT,2009-08-07,-0.4490162134170532,0.001444905614334857,-0.4971356987953186,-0.314902335532679,-0.03027660122822849
MSFT,2009-08-10,0.0,0.007186674440163188,0.0,0.0023955581467210627,0.006707493939327549
MSFT,2009-08-14,0.0,0.0033512834925204515,0.0,0.0011170944975068171,0.0031278324452608994
MSFT,2009-08-16,0.0,0.012554702610941604,0.0,0.004184900870313868,0.011717601759284196
MSFT,2009-08-17,0.3091450035572052,0.006653713549894746,0.38803964853286743,0.2346127885466558,0.029587723286737616
MSFT,2009-08-18,0.0,0.3016542232556579,0.0,0.10055140775188597,0.28154104464936414
MSFT,2009-09-08,0.7088345885276794,0.0015879059646977112,0.0,0.23680749816412572,0.023901930428847522
MSFT,2009-09-10,0.0,0.0010518830058572348,0.0,0.0003506276686190783,0.0009817473579984892
MSFT,2009-09-15,0.0,0.03163609668263234,0.0,0.010545365560877448,0.02952671995999
MSFT,2009-09-24,0.0,0.00456729024881497,0.0,0.0015224300829383235,0.0042627603653904245
MSFT,2009-10-01,0.0,0.000832172929221997,0.9609015583992004,0.3205779104428075,0.03445342114267823
MSFT,2009-10-18,0.0,0.00045860829413868487,0.0,0.00015286943137956163,0.00042803000858453297
MSFT,2009-10-21,0.0,0.0003368144971318543,0.0,0.00011227149904395144,0.0003143569663725842
MSFT,2009-10-23,0.44984060525894165,0.0009567436197054727,0.0,0.15026578295954904,0.015121068503582526
MSFT,2009-10-26,0.0,9.017059801408323e-05,0.0,3.005686600469441e-05,8.415836238287068e-05
MSFT,2009-10-30,0.0,0.0004796151051777997,0.0,0.00015987170172593324,0.0004476361767757525
MSFT,2009-11-02,0.0,-1.9221424736315385e-05,0.0,-6.407141578771795e-06,-1.7939812035767603e-05
MSFT,2009-11-12,0.0,0.0011910380417248234,0.0,0.00039701268057494116,0.001111624093956034
MSFT,2009-11-23,0.2552756071090698,0.002722029330470832,0.0,0.08599921214651356,0.010614708343627462
MSFT,2009-11-25,0.0,0.003987821546616033,-0.9966422319412231,-0.33088480346486904,-0.031207409717475446
MSFT,2009-12-11,0.0,0.0011332876565575134,0.0,0.0003777625521858378,0.001057724291842371
MSFT,2009-12-18,0.0,1.9321213358125533e-05,0.0,6.440404452708511e-06,1.8032946488911294e-05
MSFT,2009-12-21,0.0,0.001717110664685606,0.0,0.0005723702215618687,0.0016026201164400548
MSFT,2009-12-22,0.0,4.752471340907505e-06,0.0,1.584157113635835e-06,4.435594329288856e-06
MSFT,2009-12-23,0.0,0.00015306561545003206,0.0,5.1021871816677354e-05,0.0001428597727786876
MSFT,2009-12-29,0.0,1.4576020817003155e-05,0.0,4.858673605667718e-06,1.3604145954585304e-05
MSFT,2010-01-04,-0.7443544566631317,0.0005433811156763113,-0.49904903769493103,-0.4142867044141288,-0.04052639778427612
MSFT,2010-01-06,0.37682780623435974,0.0019606803198257694,0.49963095784187317,0.2928064814653529,0.03125930234456041
MSFT,2010-01-07,0.0,0.00010045170347439125,0.0,3.3483901158130415e-05,9.375395964267578e-05
MSFT,2010-01-08,0.0,0.000439227891547489,0.0,0.00014640929718249632,0.00040994180685862373
MSFT,2010-01-11,-0.9516012072563171,0.000705501817719778,-0.9854002594947815,-0.6454319883111262,-0.06397530328016536
MSFT,2010-01-13,0.0,0.00019810795947705628,0.0,6.60359864923521e-05,0.00018489885754994852
MSFT,2010-01-14,0.0,0.003014504283783026,0.0,0.0010048347612610087,0.0028135083464763655
MSFT,2010-01-18,0.0,0.00036513682425720617,0.0,0.00012171227475240205,0.0003407908734603189
MSFT,2010-01-20,0.0,0.00029954497222206555,0.0,9.984832407402185e-05,0.0002795724373664643
MSFT,2010-01-21,0.0,0.00024192883938667364,0.0,8.064294646222454e-05,0.00022579792595518378
MSFT,2010-01-25,0.0,0.005002276773666381,-0.49700504541397095,-0.1640009228801015,-0.012749801011285485
MSFT,2010-01-28,0.0,0.0006358779974107165,0.0,0.00021195933247023882,0.0005934800413348177
MSFT,2010-01-29,-0.4791620075702667,0.00039195075623865705,-0.49888959527015686,-0.3258865506947283,-0.03227430647211269
MSFT,2010-02-01,0.0,0.00041265616198415955,0.0,0.00013755205399471984,0.00038514179918314114
MSFT,2010-02-02,0.0,0.00024408966419287026,0.0,8.136322139762342e-05,0.0002278146784416323
MSFT,2010-02-03,0.0,0.0009515311285213102,0.0,0.00031717704284043674,0.0008880865752516068
MSFT,2010-02-08,0.0,2.5148749045911245e-05,0.0,8.382916348637082e-06,2.3471924532521547e-05
MSFT,2010-02-12,-0.46555083990097046,0.0003818300119746709,-0.49895599484443665,-0.3213750015778108,-0.03185556860217739
MSFT,2010-02-15,0.0,0.00176977866794914,0.0,0.0005899262226497134,0.0016517764465156343
MSFT,2010-02-17,0.0,6.999412562436191e-05,0.0,2.3331375208120637e-05,6.532717660559697e-05
MSFT,2010-03-01,0.0,0.001014145884255413,0.9965633749961853,0.33252584029348026,0.035873101180458694
MSFT,2010-03-04,0.0,0.0005695132749679033,0.0,0.00018983775832263441,0.0005315402839180864
MSFT,2010-03-05,0.0,0.0001667574506427627,0.0,5.55858168809209e-05,0.00015563869101271842
MSFT,2010-03-10,0.448628693819046,0.011093321427324554,0.499264657497406,0.3196622242479255,0.042041182766544956
MSFT,2010-03-11,0.0,0.009208936055074446,0.0,0.003069645351691482,0.008594918823008635
MSFT,2010-03-15,0.0,3.97811527363956e-05,0.0,1.3260384245465199e-05,3.712869427981352e-05
MSFT,2010-03-17,0.4238128860791524,0.005616053103343195,0.3331602215766907,0.25419638691972873,0.030322748235918576
MSFT,2010-03-18,0.0,0.00010779893636936322,0.0,3.593297878978774e-05,0.00010061130653173228
MSFT,2010-03-22,0.0,0.0005281004323478555,0.0,0.00017603347744928519,0.000492888652289811
MSFT,2010-04-01,0.0,9.455043255002238e-05,0.0,3.151681085000746e-05,8.824615999346683e-05
MSFT,2010-04-02,0.0,0.031156249810010195,0.0,0.010385416603336731,0.029078867183092667
MSFT,2010-04-12,0.0,0.00011823672866739798,0.0,3.941224288913266e-05,0.00011035314418589013
MSFT,2010-04-13,0.0,0.0004204884171485901,0.0,0.0001401628057161967,0.0003924518223985294
MSFT,2010-04-14,0.0,0.002551570680225268,0.0,0.0008505235600750893,0.0023814415733234267
MSFT,2010-04-21,0.0,5.4579388233833015e-05,0.0,1.819312941127767e-05,5.0940238789491805e-05
